question_id,kb_id,lang,question,engine,run,expected_url,cited,mentioned,answer_accurate,attribution_accurate,competing_sources,freshness_ok,date,notes
Q08,kb-0025,en,Self-assessment or expert guidance — which is right for your EcoVadis journey?,Perplexity,3,https://sos-ecovadis.com/en/knowledge/self-assessment-vs-expert-guidance/,,,,,,,,
Q08,kb-0025,en,Self-assessment or expert guidance — which is right for your EcoVadis journey?,Google AI Overviews,1,https://sos-ecovadis.com/en/knowledge/self-assessment-vs-expert-guidance/,,,,,,,,
Q08,kb-0025,en,Self-assessment or expert guidance — which is right for your EcoVadis journey?,Google AI Overviews,2,https://sos-ecovadis.com/en/knowledge/self-assessment-vs-expert-guidance/,,,,,,,,
Q08,kb-0025,en,Self-assessment or expert guidance — which is right for your EcoVadis journey?,Google AI Overviews,3,https://sos-ecovadis.com/en/knowledge/self-assessment-vs-expert-guidance/,,,,,,,,
Q08,kb-0025,en,Self-assessment or expert guidance — which is right for your EcoVadis journey?,Claude (web search),1,https://sos-ecovadis.com/en/knowledge/self-assessment-vs-expert-guidance/,,,,,,,,
Q08,kb-0025,en,Self-assessment or expert guidance — which is right for your EcoVadis journey?,Claude (web search),2,https://sos-ecovadis.com/en/knowledge/self-assessment-vs-expert-guidance/,,,,,,,,
Q08,kb-0025,en,Self-assessment or expert guidance — which is right for your EcoVadis journey?,Claude (web search),3,https://sos-ecovadis.com/en/knowledge/self-assessment-vs-expert-guidance/,,,,,,,,
Q08,kb-0025,nl,Zelf doen of expertbegeleiding — wat past bij uw EcoVadis-traject?,ChatGPT Search,1,https://sos-ecovadis.com/nl/kennis/zelf-doen-of-expertbegeleiding/,,,,,,,,
Q08,kb-0025,nl,Zelf doen of expertbegeleiding — wat past bij uw EcoVadis-traject?,ChatGPT Search,2,https://sos-ecovadis.com/nl/kennis/zelf-doen-of-expertbegeleiding/,,,,,,,,
Q08,kb-0025,nl,Zelf doen of expertbegeleiding — wat past bij uw EcoVadis-traject?,ChatGPT Search,3,https://sos-ecovadis.com/nl/kennis/zelf-doen-of-expertbegeleiding/,,,,,,,,
Q08,kb-0025,nl,Zelf doen of expertbegeleiding — wat past bij uw EcoVadis-traject?,Perplexity,1,https://sos-ecovadis.com/nl/kennis/zelf-doen-of-expertbegeleiding/,,,,,,,,
Q08,kb-0025,nl,Zelf doen of expertbegeleiding — wat past bij uw EcoVadis-traject?,Perplexity,2,https://sos-ecovadis.com/nl/kennis/zelf-doen-of-expertbegeleiding/,,,,,,,,
Q08,kb-0025,nl,Zelf doen of expertbegeleiding — wat past bij uw EcoVadis-traject?,Perplexity,3,https://sos-ecovadis.com/nl/kennis/zelf-doen-of-expertbegeleiding/,,,,,,,,
Q08,kb-0025,nl,Zelf doen of expertbegeleiding — wat past bij uw EcoVadis-traject?,Google AI Overviews,1,https://sos-ecovadis.com/nl/kennis/zelf-doen-of-expertbegeleiding/,,,,,,,,
Q08,kb-0025,nl,Zelf doen of expertbegeleiding — wat past bij uw EcoVadis-traject?,Google AI Overviews,2,https://sos-ecovadis.com/nl/kennis/zelf-doen-of-expertbegeleiding/,,,,,,,,
Q08,kb-0025,nl,Zelf doen of expertbegeleiding — wat past bij uw EcoVadis-traject?,Google AI Overviews,3,https://sos-ecovadis.com/nl/kennis/zelf-doen-of-expertbegeleiding/,,,,,,,,
Q08,kb-0025,nl,Zelf doen of expertbegeleiding — wat past bij uw EcoVadis-traject?,Claude (web search),1,https://sos-ecovadis.com/nl/kennis/zelf-doen-of-expertbegeleiding/,,,,,,,,
Q08,kb-0025,nl,Zelf doen of expertbegeleiding — wat past bij uw EcoVadis-traject?,Claude (web search),2,https://sos-ecovadis.com/nl/kennis/zelf-doen-of-expertbegeleiding/,,,,,,,,
Q08,kb-0025,nl,Zelf doen of expertbegeleiding — wat past bij uw EcoVadis-traject?,Claude (web search),3,https://sos-ecovadis.com/nl/kennis/zelf-doen-of-expertbegeleiding/,,,,,,,,
Q09,kb-0026,fr,B Corp ou EcoVadis : quel est le meilleur choix pour votre entreprise ?,ChatGPT Search,1,https://sos-ecovadis.com/fr/savoir/b-corp-ou-ecovadis/,,,,,,,,
Q09,kb-0026,fr,B Corp ou EcoVadis : quel est le meilleur choix pour votre entreprise ?,ChatGPT Search,2,https://sos-ecovadis.com/fr/savoir/b-corp-ou-ecovadis/,,,,,,,,
Q09,kb-0026,fr,B Corp ou EcoVadis : quel est le meilleur choix pour votre entreprise ?,ChatGPT Search,3,https://sos-ecovadis.com/fr/savoir/b-corp-ou-ecovadis/,,,,,,,,
Q09,kb-0026,fr,B Corp ou EcoVadis : quel est le meilleur choix pour votre entreprise ?,Perplexity,1,https://sos-ecovadis.com/fr/savoir/b-corp-ou-ecovadis/,,,,,,,,
Q09,kb-0026,fr,B Corp ou EcoVadis : quel est le meilleur choix pour votre entreprise ?,Perplexity,2,https://sos-ecovadis.com/fr/savoir/b-corp-ou-ecovadis/,,,,,,,,
Q09,kb-0026,fr,B Corp ou EcoVadis : quel est le meilleur choix pour votre entreprise ?,Perplexity,3,https://sos-ecovadis.com/fr/savoir/b-corp-ou-ecovadis/,,,,,,,,
Q09,kb-0026,fr,B Corp ou EcoVadis : quel est le meilleur choix pour votre entreprise ?,Google AI Overviews,1,https://sos-ecovadis.com/fr/savoir/b-corp-ou-ecovadis/,,,,,,,,
Q09,kb-0026,fr,B Corp ou EcoVadis : quel est le meilleur choix pour votre entreprise ?,Google AI Overviews,2,https://sos-ecovadis.com/fr/savoir/b-corp-ou-ecovadis/,,,,,,,,
Q09,kb-0026,fr,B Corp ou EcoVadis : quel est le meilleur choix pour votre entreprise ?,Google AI Overviews,3,https://sos-ecovadis.com/fr/savoir/b-corp-ou-ecovadis/,,,,,,,,
Q09,kb-0026,fr,B Corp ou EcoVadis : quel est le meilleur choix pour votre entreprise ?,Claude (web search),1,https://sos-ecovadis.com/fr/savoir/b-corp-ou-ecovadis/,,,,,,,,
Q09,kb-0026,fr,B Corp ou EcoVadis : quel est le meilleur choix pour votre entreprise ?,Claude (web search),2,https://sos-ecovadis.com/fr/savoir/b-corp-ou-ecovadis/,,,,,,,,
Q09,kb-0026,fr,B Corp ou EcoVadis : quel est le meilleur choix pour votre entreprise ?,Claude (web search),3,https://sos-ecovadis.com/fr/savoir/b-corp-ou-ecovadis/,,,,,,,,
Q09,kb-0026,en,B Corp or EcoVadis: what's the best choice for your company?,ChatGPT Search,1,https://sos-ecovadis.com/en/knowledge/b-corp-or-ecovadis/,,,,,,,,
Q09,kb-0026,en,B Corp or EcoVadis: what's the best choice for your company?,ChatGPT Search,2,https://sos-ecovadis.com/en/knowledge/b-corp-or-ecovadis/,,,,,,,,
Q09,kb-0026,en,B Corp or EcoVadis: what's the best choice for your company?,ChatGPT Search,3,https://sos-ecovadis.com/en/knowledge/b-corp-or-ecovadis/,,,,,,,,
Q09,kb-0026,en,B Corp or EcoVadis: what's the best choice for your company?,Perplexity,1,https://sos-ecovadis.com/en/knowledge/b-corp-or-ecovadis/,,,,,,,,
Q09,kb-0026,en,B Corp or EcoVadis: what's the best choice for your company?,Perplexity,2,https://sos-ecovadis.com/en/knowledge/b-corp-or-ecovadis/,,,,,,,,
Q09,kb-0026,en,B Corp or EcoVadis: what's the best choice for your company?,Perplexity,3,https://sos-ecovadis.com/en/knowledge/b-corp-or-ecovadis/,,,,,,,,
Q09,kb-0026,en,B Corp or EcoVadis: what's the best choice for your company?,Google AI Overviews,1,https://sos-ecovadis.com/en/knowledge/b-corp-or-ecovadis/,,,,,,,,
Q09,kb-0026,en,B Corp or EcoVadis: what's the best choice for your company?,Google AI Overviews,2,https://sos-ecovadis.com/en/knowledge/b-corp-or-ecovadis/,,,,,,,,
Q09,kb-0026,en,B Corp or EcoVadis: what's the best choice for your company?,Google AI Overviews,3,https://sos-ecovadis.com/en/knowledge/b-corp-or-ecovadis/,,,,,,,,
Q09,kb-0026,en,B Corp or EcoVadis: what's the best choice for your company?,Claude (web search),1,https://sos-ecovadis.com/en/knowledge/b-corp-or-ecovadis/,,,,,,,,
Q09,kb-0026,en,B Corp or EcoVadis: what's the best choice for your company?,Claude (web search),2,https://sos-ecovadis.com/en/knowledge/b-corp-or-ecovadis/,,,,,,,,
Q09,kb-0026,en,B Corp or EcoVadis: what's the best choice for your company?,Claude (web search),3,https://sos-ecovadis.com/en/knowledge/b-corp-or-ecovadis/,,,,,,,,
Q09,kb-0026,nl,B Corp of EcoVadis: wat is de beste keuze voor uw onderneming?,ChatGPT Search,1,https://sos-ecovadis.com/nl/kennis/b-corp-of-ecovadis/,,,,,,,,
Q09,kb-0026,nl,B Corp of EcoVadis: wat is de beste keuze voor uw onderneming?,ChatGPT Search,2,https://sos-ecovadis.com/nl/kennis/b-corp-of-ecovadis/,,,,,,,,
Q09,kb-0026,nl,B Corp of EcoVadis: wat is de beste keuze voor uw onderneming?,ChatGPT Search,3,https://sos-ecovadis.com/nl/kennis/b-corp-of-ecovadis/,,,,,,,,
Q09,kb-0026,nl,B Corp of EcoVadis: wat is de beste keuze voor uw onderneming?,Perplexity,1,https://sos-ecovadis.com/nl/kennis/b-corp-of-ecovadis/,,,,,,,,
Q09,kb-0026,nl,B Corp of EcoVadis: wat is de beste keuze voor uw onderneming?,Perplexity,2,https://sos-ecovadis.com/nl/kennis/b-corp-of-ecovadis/,,,,,,,,
Q09,kb-0026,nl,B Corp of EcoVadis: wat is de beste keuze voor uw onderneming?,Perplexity,3,https://sos-ecovadis.com/nl/kennis/b-corp-of-ecovadis/,,,,,,,,
Q09,kb-0026,nl,B Corp of EcoVadis: wat is de beste keuze voor uw onderneming?,Google AI Overviews,1,https://sos-ecovadis.com/nl/kennis/b-corp-of-ecovadis/,,,,,,,,
Q09,kb-0026,nl,B Corp of EcoVadis: wat is de beste keuze voor uw onderneming?,Google AI Overviews,2,https://sos-ecovadis.com/nl/kennis/b-corp-of-ecovadis/,,,,,,,,
Q09,kb-0026,nl,B Corp of EcoVadis: wat is de beste keuze voor uw onderneming?,Google AI Overviews,3,https://sos-ecovadis.com/nl/kennis/b-corp-of-ecovadis/,,,,,,,,
Q09,kb-0026,nl,B Corp of EcoVadis: wat is de beste keuze voor uw onderneming?,Claude (web search),1,https://sos-ecovadis.com/nl/kennis/b-corp-of-ecovadis/,,,,,,,,
Q09,kb-0026,nl,B Corp of EcoVadis: wat is de beste keuze voor uw onderneming?,Claude (web search),2,https://sos-ecovadis.com/nl/kennis/b-corp-of-ecovadis/,,,,,,,,
Q09,kb-0026,nl,B Corp of EcoVadis: wat is de beste keuze voor uw onderneming?,Claude (web search),3,https://sos-ecovadis.com/nl/kennis/b-corp-of-ecovadis/,,,,,,,,
Q10,kb-0145,fr,Lequel vaut le plus : le SBTi ou l'adhésion au Pacte mondial ?,ChatGPT Search,1,https://sos-ecovadis.com/fr/questions/sbti-ou-pacte-mondial/,,,,,,,,
Q10,kb-0145,fr,Lequel vaut le plus : le SBTi ou l'adhésion au Pacte mondial ?,ChatGPT Search,2,https://sos-ecovadis.com/fr/questions/sbti-ou-pacte-mondial/,,,,,,,,
Q10,kb-0145,fr,Lequel vaut le plus : le SBTi ou l'adhésion au Pacte mondial ?,ChatGPT Search,3,https://sos-ecovadis.com/fr/questions/sbti-ou-pacte-mondial/,,,,,,,,
Q10,kb-0145,fr,Lequel vaut le plus : le SBTi ou l'adhésion au Pacte mondial ?,Perplexity,1,https://sos-ecovadis.com/fr/questions/sbti-ou-pacte-mondial/,,,,,,,,
Q10,kb-0145,fr,Lequel vaut le plus : le SBTi ou l'adhésion au Pacte mondial ?,Perplexity,2,https://sos-ecovadis.com/fr/questions/sbti-ou-pacte-mondial/,,,,,,,,
Q10,kb-0145,fr,Lequel vaut le plus : le SBTi ou l'adhésion au Pacte mondial ?,Perplexity,3,https://sos-ecovadis.com/fr/questions/sbti-ou-pacte-mondial/,,,,,,,,
Q10,kb-0145,fr,Lequel vaut le plus : le SBTi ou l'adhésion au Pacte mondial ?,Google AI Overviews,1,https://sos-ecovadis.com/fr/questions/sbti-ou-pacte-mondial/,,,,,,,,
Q10,kb-0145,fr,Lequel vaut le plus : le SBTi ou l'adhésion au Pacte mondial ?,Google AI Overviews,2,https://sos-ecovadis.com/fr/questions/sbti-ou-pacte-mondial/,,,,,,,,
Q10,kb-0145,fr,Lequel vaut le plus : le SBTi ou l'adhésion au Pacte mondial ?,Google AI Overviews,3,https://sos-ecovadis.com/fr/questions/sbti-ou-pacte-mondial/,,,,,,,,
Q10,kb-0145,fr,Lequel vaut le plus : le SBTi ou l'adhésion au Pacte mondial ?,Claude (web search),1,https://sos-ecovadis.com/fr/questions/sbti-ou-pacte-mondial/,,,,,,,,
Q10,kb-0145,fr,Lequel vaut le plus : le SBTi ou l'adhésion au Pacte mondial ?,Claude (web search),2,https://sos-ecovadis.com/fr/questions/sbti-ou-pacte-mondial/,,,,,,,,
Q10,kb-0145,fr,Lequel vaut le plus : le SBTi ou l'adhésion au Pacte mondial ?,Claude (web search),3,https://sos-ecovadis.com/fr/questions/sbti-ou-pacte-mondial/,,,,,,,,
Q10,kb-0145,en,Which is more valuable: SBTi or UN Global Compact membership?,ChatGPT Search,1,https://sos-ecovadis.com/en/questions/sbti-or-un-global-compact/,,,,,,,,
Q10,kb-0145,en,Which is more valuable: SBTi or UN Global Compact membership?,ChatGPT Search,2,https://sos-ecovadis.com/en/questions/sbti-or-un-global-compact/,,,,,,,,
Q10,kb-0145,en,Which is more valuable: SBTi or UN Global Compact membership?,ChatGPT Search,3,https://sos-ecovadis.com/en/questions/sbti-or-un-global-compact/,,,,,,,,
Q10,kb-0145,en,Which is more valuable: SBTi or UN Global Compact membership?,Perplexity,1,https://sos-ecovadis.com/en/questions/sbti-or-un-global-compact/,,,,,,,,
Q10,kb-0145,en,Which is more valuable: SBTi or UN Global Compact membership?,Perplexity,2,https://sos-ecovadis.com/en/questions/sbti-or-un-global-compact/,,,,,,,,
Q10,kb-0145,en,Which is more valuable: SBTi or UN Global Compact membership?,Perplexity,3,https://sos-ecovadis.com/en/questions/sbti-or-un-global-compact/,,,,,,,,
Q10,kb-0145,en,Which is more valuable: SBTi or UN Global Compact membership?,Google AI Overviews,1,https://sos-ecovadis.com/en/questions/sbti-or-un-global-compact/,,,,,,,,
Q10,kb-0145,en,Which is more valuable: SBTi or UN Global Compact membership?,Google AI Overviews,2,https://sos-ecovadis.com/en/questions/sbti-or-un-global-compact/,,,,,,,,
Q10,kb-0145,en,Which is more valuable: SBTi or UN Global Compact membership?,Google AI Overviews,3,https://sos-ecovadis.com/en/questions/sbti-or-un-global-compact/,,,,,,,,
Q10,kb-0145,en,Which is more valuable: SBTi or UN Global Compact membership?,Claude (web search),1,https://sos-ecovadis.com/en/questions/sbti-or-un-global-compact/,,,,,,,,
Q10,kb-0145,en,Which is more valuable: SBTi or UN Global Compact membership?,Claude (web search),2,https://sos-ecovadis.com/en/questions/sbti-or-un-global-compact/,,,,,,,,
Q10,kb-0145,en,Which is more valuable: SBTi or UN Global Compact membership?,Claude (web search),3,https://sos-ecovadis.com/en/questions/sbti-or-un-global-compact/,,,,,,,,
Q10,kb-0145,nl,Wat is meer waard: SBTi of UN Global Compact-lidmaatschap?,ChatGPT Search,1,https://sos-ecovadis.com/nl/vragen/sbti-of-un-global-compact/,,,,,,,,
Q10,kb-0145,nl,Wat is meer waard: SBTi of UN Global Compact-lidmaatschap?,ChatGPT Search,2,https://sos-ecovadis.com/nl/vragen/sbti-of-un-global-compact/,,,,,,,,
Q10,kb-0145,nl,Wat is meer waard: SBTi of UN Global Compact-lidmaatschap?,ChatGPT Search,3,https://sos-ecovadis.com/nl/vragen/sbti-of-un-global-compact/,,,,,,,,
Q10,kb-0145,nl,Wat is meer waard: SBTi of UN Global Compact-lidmaatschap?,Perplexity,1,https://sos-ecovadis.com/nl/vragen/sbti-of-un-global-compact/,,,,,,,,
Q10,kb-0145,nl,Wat is meer waard: SBTi of UN Global Compact-lidmaatschap?,Perplexity,2,https://sos-ecovadis.com/nl/vragen/sbti-of-un-global-compact/,,,,,,,,
Q10,kb-0145,nl,Wat is meer waard: SBTi of UN Global Compact-lidmaatschap?,Perplexity,3,https://sos-ecovadis.com/nl/vragen/sbti-of-un-global-compact/,,,,,,,,
Q10,kb-0145,nl,Wat is meer waard: SBTi of UN Global Compact-lidmaatschap?,Google AI Overviews,1,https://sos-ecovadis.com/nl/vragen/sbti-of-un-global-compact/,,,,,,,,
Q10,kb-0145,nl,Wat is meer waard: SBTi of UN Global Compact-lidmaatschap?,Google AI Overviews,2,https://sos-ecovadis.com/nl/vragen/sbti-of-un-global-compact/,,,,,,,,
Q10,kb-0145,nl,Wat is meer waard: SBTi of UN Global Compact-lidmaatschap?,Google AI Overviews,3,https://sos-ecovadis.com/nl/vragen/sbti-of-un-global-compact/,,,,,,,,
Q10,kb-0145,nl,Wat is meer waard: SBTi of UN Global Compact-lidmaatschap?,Claude (web search),1,https://sos-ecovadis.com/nl/vragen/sbti-of-un-global-compact/,,,,,,,,
Q10,kb-0145,nl,Wat is meer waard: SBTi of UN Global Compact-lidmaatschap?,Claude (web search),2,https://sos-ecovadis.com/nl/vragen/sbti-of-un-global-compact/,,,,,,,,
Q10,kb-0145,nl,Wat is meer waard: SBTi of UN Global Compact-lidmaatschap?,Claude (web search),3,https://sos-ecovadis.com/nl/vragen/sbti-of-un-global-compact/,,,,,,,,
Q11,kb-0112,fr,Faut-il soumettre des analyses de cycle de vie (ACV) pour bien scorer en gouvernance au CDP ?,ChatGPT Search,1,,,,,,,,,
Q11,kb-0112,fr,Faut-il soumettre des analyses de cycle de vie (ACV) pour bien scorer en gouvernance au CDP ?,ChatGPT Search,2,,,,,,,,,
Q11,kb-0112,fr,Faut-il soumettre des analyses de cycle de vie (ACV) pour bien scorer en gouvernance au CDP ?,ChatGPT Search,3,,,,,,,,,
Q11,kb-0112,fr,Faut-il soumettre des analyses de cycle de vie (ACV) pour bien scorer en gouvernance au CDP ?,Perplexity,1,,,,,,,,,
Q11,kb-0112,fr,Faut-il soumettre des analyses de cycle de vie (ACV) pour bien scorer en gouvernance au CDP ?,Perplexity,2,,,,,,,,,
Q11,kb-0112,fr,Faut-il soumettre des analyses de cycle de vie (ACV) pour bien scorer en gouvernance au CDP ?,Perplexity,3,,,,,,,,,
Q11,kb-0112,fr,Faut-il soumettre des analyses de cycle de vie (ACV) pour bien scorer en gouvernance au CDP ?,Google AI Overviews,1,,,,,,,,,
Q11,kb-0112,fr,Faut-il soumettre des analyses de cycle de vie (ACV) pour bien scorer en gouvernance au CDP ?,Google AI Overviews,2,,,,,,,,,
Q11,kb-0112,fr,Faut-il soumettre des analyses de cycle de vie (ACV) pour bien scorer en gouvernance au CDP ?,Google AI Overviews,3,,,,,,,,,
Q11,kb-0112,fr,Faut-il soumettre des analyses de cycle de vie (ACV) pour bien scorer en gouvernance au CDP ?,Claude (web search),1,,,,,,,,,
Q11,kb-0112,fr,Faut-il soumettre des analyses de cycle de vie (ACV) pour bien scorer en gouvernance au CDP ?,Claude (web search),2,,,,,,,,,
Q11,kb-0112,fr,Faut-il soumettre des analyses de cycle de vie (ACV) pour bien scorer en gouvernance au CDP ?,Claude (web search),3,,,,,,,,,
Q11,kb-0112,en,Must companies submit life cycle assessments (LCAs) for good governance scoring on CDP?,ChatGPT Search,1,,,,,,,,,
Q11,kb-0112,en,Must companies submit life cycle assessments (LCAs) for good governance scoring on CDP?,ChatGPT Search,2,,,,,,,,,
Q11,kb-0112,en,Must companies submit life cycle assessments (LCAs) for good governance scoring on CDP?,ChatGPT Search,3,,,,,,,,,
Q11,kb-0112,en,Must companies submit life cycle assessments (LCAs) for good governance scoring on CDP?,Perplexity,1,,,,,,,,,
Q11,kb-0112,en,Must companies submit life cycle assessments (LCAs) for good governance scoring on CDP?,Perplexity,2,,,,,,,,,
Q11,kb-0112,en,Must companies submit life cycle assessments (LCAs) for good governance scoring on CDP?,Perplexity,3,,,,,,,,,
Q11,kb-0112,en,Must companies submit life cycle assessments (LCAs) for good governance scoring on CDP?,Google AI Overviews,1,,,,,,,,,
Q11,kb-0112,en,Must companies submit life cycle assessments (LCAs) for good governance scoring on CDP?,Google AI Overviews,2,,,,,,,,,
Q11,kb-0112,en,Must companies submit life cycle assessments (LCAs) for good governance scoring on CDP?,Google AI Overviews,3,,,,,,,,,
Q11,kb-0112,en,Must companies submit life cycle assessments (LCAs) for good governance scoring on CDP?,Claude (web search),1,,,,,,,,,
Q11,kb-0112,en,Must companies submit life cycle assessments (LCAs) for good governance scoring on CDP?,Claude (web search),2,,,,,,,,,
Q11,kb-0112,en,Must companies submit life cycle assessments (LCAs) for good governance scoring on CDP?,Claude (web search),3,,,,,,,,,
Q11,kb-0112,nl,Moet u levenscyclusanalyses (LCA's) indienen voor een goede governancescore bij CDP?,ChatGPT Search,1,,,,,,,,,
Q11,kb-0112,nl,Moet u levenscyclusanalyses (LCA's) indienen voor een goede governancescore bij CDP?,ChatGPT Search,2,,,,,,,,,
Q11,kb-0112,nl,Moet u levenscyclusanalyses (LCA's) indienen voor een goede governancescore bij CDP?,ChatGPT Search,3,,,,,,,,,
Q11,kb-0112,nl,Moet u levenscyclusanalyses (LCA's) indienen voor een goede governancescore bij CDP?,Perplexity,1,,,,,,,,,
Q11,kb-0112,nl,Moet u levenscyclusanalyses (LCA's) indienen voor een goede governancescore bij CDP?,Perplexity,2,,,,,,,,,
Q11,kb-0112,nl,Moet u levenscyclusanalyses (LCA's) indienen voor een goede governancescore bij CDP?,Perplexity,3,,,,,,,,,
Q11,kb-0112,nl,Moet u levenscyclusanalyses (LCA's) indienen voor een goede governancescore bij CDP?,Google AI Overviews,1,,,,,,,,,
Q11,kb-0112,nl,Moet u levenscyclusanalyses (LCA's) indienen voor een goede governancescore bij CDP?,Google AI Overviews,2,,,,,,,,,
Q11,kb-0112,nl,Moet u levenscyclusanalyses (LCA's) indienen voor een goede governancescore bij CDP?,Google AI Overviews,3,,,,,,,,,
Q11,kb-0112,nl,Moet u levenscyclusanalyses (LCA's) indienen voor een goede governancescore bij CDP?,Claude (web search),1,,,,,,,,,
Q11,kb-0112,nl,Moet u levenscyclusanalyses (LCA's) indienen voor een goede governancescore bij CDP?,Claude (web search),2,,,,,,,,,
Q11,kb-0112,nl,Moet u levenscyclusanalyses (LCA's) indienen voor een goede governancescore bij CDP?,Claude (web search),3,,,,,,,,,
Q12,kb-0122,fr,"Quelles sont les exigences de qualité et de validité des documents, et qu'est-ce qu'une politique solide ?",ChatGPT Search,1,https://sos-ecovadis.com/fr/questions/qualite-validite-des-documents-et-politiques-solides/,,,,,,,,
Q12,kb-0122,fr,"Quelles sont les exigences de qualité et de validité des documents, et qu'est-ce qu'une politique solide ?",ChatGPT Search,2,https://sos-ecovadis.com/fr/questions/qualite-validite-des-documents-et-politiques-solides/,,,,,,,,
Q12,kb-0122,fr,"Quelles sont les exigences de qualité et de validité des documents, et qu'est-ce qu'une politique solide ?",ChatGPT Search,3,https://sos-ecovadis.com/fr/questions/qualite-validite-des-documents-et-politiques-solides/,,,,,,,,
Q12,kb-0122,fr,"Quelles sont les exigences de qualité et de validité des documents, et qu'est-ce qu'une politique solide ?",Perplexity,1,https://sos-ecovadis.com/fr/questions/qualite-validite-des-documents-et-politiques-solides/,,,,,,,,
Q12,kb-0122,fr,"Quelles sont les exigences de qualité et de validité des documents, et qu'est-ce qu'une politique solide ?",Perplexity,2,https://sos-ecovadis.com/fr/questions/qualite-validite-des-documents-et-politiques-solides/,,,,,,,,
Q12,kb-0122,fr,"Quelles sont les exigences de qualité et de validité des documents, et qu'est-ce qu'une politique solide ?",Perplexity,3,https://sos-ecovadis.com/fr/questions/qualite-validite-des-documents-et-politiques-solides/,,,,,,,,
Q12,kb-0122,fr,"Quelles sont les exigences de qualité et de validité des documents, et qu'est-ce qu'une politique solide ?",Google AI Overviews,1,https://sos-ecovadis.com/fr/questions/qualite-validite-des-documents-et-politiques-solides/,,,,,,,,
Q12,kb-0122,fr,"Quelles sont les exigences de qualité et de validité des documents, et qu'est-ce qu'une politique solide ?",Google AI Overviews,2,https://sos-ecovadis.com/fr/questions/qualite-validite-des-documents-et-politiques-solides/,,,,,,,,
Q12,kb-0122,fr,"Quelles sont les exigences de qualité et de validité des documents, et qu'est-ce qu'une politique solide ?",Google AI Overviews,3,https://sos-ecovadis.com/fr/questions/qualite-validite-des-documents-et-politiques-solides/,,,,,,,,
Q12,kb-0122,fr,"Quelles sont les exigences de qualité et de validité des documents, et qu'est-ce qu'une politique solide ?",Claude (web search),1,https://sos-ecovadis.com/fr/questions/qualite-validite-des-documents-et-politiques-solides/,,,,,,,,
Q12,kb-0122,fr,"Quelles sont les exigences de qualité et de validité des documents, et qu'est-ce qu'une politique solide ?",Claude (web search),2,https://sos-ecovadis.com/fr/questions/qualite-validite-des-documents-et-politiques-solides/,,,,,,,,
Q12,kb-0122,fr,"Quelles sont les exigences de qualité et de validité des documents, et qu'est-ce qu'une politique solide ?",Claude (web search),3,https://sos-ecovadis.com/fr/questions/qualite-validite-des-documents-et-politiques-solides/,,,,,,,,
Q12,kb-0122,en,"What are the quality and validity requirements for documents, and what makes a strong policy?",ChatGPT Search,1,https://sos-ecovadis.com/en/questions/document-quality-validity-and-strong-policies/,,,,,,,,
Q12,kb-0122,en,"What are the quality and validity requirements for documents, and what makes a strong policy?",ChatGPT Search,2,https://sos-ecovadis.com/en/questions/document-quality-validity-and-strong-policies/,,,,,,,,
Q12,kb-0122,en,"What are the quality and validity requirements for documents, and what makes a strong policy?",ChatGPT Search,3,https://sos-ecovadis.com/en/questions/document-quality-validity-and-strong-policies/,,,,,,,,
Q12,kb-0122,en,"What are the quality and validity requirements for documents, and what makes a strong policy?",Perplexity,1,https://sos-ecovadis.com/en/questions/document-quality-validity-and-strong-policies/,,,,,,,,
Q12,kb-0122,en,"What are the quality and validity requirements for documents, and what makes a strong policy?",Perplexity,2,https://sos-ecovadis.com/en/questions/document-quality-validity-and-strong-policies/,,,,,,,,
Q12,kb-0122,en,"What are the quality and validity requirements for documents, and what makes a strong policy?",Perplexity,3,https://sos-ecovadis.com/en/questions/document-quality-validity-and-strong-policies/,,,,,,,,
Q12,kb-0122,en,"What are the quality and validity requirements for documents, and what makes a strong policy?",Google AI Overviews,1,https://sos-ecovadis.com/en/questions/document-quality-validity-and-strong-policies/,,,,,,,,
Q12,kb-0122,en,"What are the quality and validity requirements for documents, and what makes a strong policy?",Google AI Overviews,2,https://sos-ecovadis.com/en/questions/document-quality-validity-and-strong-policies/,,,,,,,,
Q12,kb-0122,en,"What are the quality and validity requirements for documents, and what makes a strong policy?",Google AI Overviews,3,https://sos-ecovadis.com/en/questions/document-quality-validity-and-strong-policies/,,,,,,,,
Q12,kb-0122,en,"What are the quality and validity requirements for documents, and what makes a strong policy?",Claude (web search),1,https://sos-ecovadis.com/en/questions/document-quality-validity-and-strong-policies/,,,,,,,,
Q12,kb-0122,en,"What are the quality and validity requirements for documents, and what makes a strong policy?",Claude (web search),2,https://sos-ecovadis.com/en/questions/document-quality-validity-and-strong-policies/,,,,,,,,
Q12,kb-0122,en,"What are the quality and validity requirements for documents, and what makes a strong policy?",Claude (web search),3,https://sos-ecovadis.com/en/questions/document-quality-validity-and-strong-policies/,,,,,,,,
Q12,kb-0122,nl,"Wat zijn de kwaliteits- en geldigheidseisen voor documenten, en wat maakt een beleid sterk?",ChatGPT Search,1,https://sos-ecovadis.com/nl/vragen/documentkwaliteit-geldigheid-en-sterk-beleid/,,,,,,,,
Q12,kb-0122,nl,"Wat zijn de kwaliteits- en geldigheidseisen voor documenten, en wat maakt een beleid sterk?",ChatGPT Search,2,https://sos-ecovadis.com/nl/vragen/documentkwaliteit-geldigheid-en-sterk-beleid/,,,,,,,,
